,who,what,where,when,why,how,text
3051,Sri Lanka,imposes state of emergency,0,0,Sri Lanka,0,Sri Lanka imposes state of emergency amid protests
3052,Water cannons and tear gas,fired at Covid protesters in Belgium,0,0,0,and tear gas fired at Covid protesters in Belgium .,Water cannons and tear gas fired at Covid protesters in Belgium
3053,The tradition of gifted pandas to the US from China,hits a 50 - year mark,0,0,It,of gifted pandas to the US from China hits a,"The tradition of gifted pandas to the US from China hits a 50-year mark at the Smithsonians National Zoo

It all began after US President Richard Nixons historic visit to China"
3054,0,0,0,0,0,Female journalist who interviewed Taliban flees Afghanistan .,Female journalist who interviewed Taliban flees Afghanistan
3055,0,0,0,0,0,of tense situation .,Germany beer bottle shortage: Industry warns of tense situation
3056,The force,forced us,0,0,0,force behind forced us to fall in Afcon stadium crush,The force behind forced us to fall in Afcon stadium crush
3057,UK Special forces,hid evidence of Afghan killings,0,0,0,of Afghan killings .,UK Special forces hid evidence of Afghan killings
3058,The Pandora Papers,are made up of more than 11.9 m files,0,0,The Pandora Papers,0,The Pandora Papers are made up of more than 11.9m files and around 2.94TB of data
3059,An Afghan policeman,faces a daily struggle,0,0,An Afghan policeman,An Afghan policeman faces a daily struggle to enter Turkey,An Afghan policeman faces a daily struggle to enter Turkey in his bid to escape the Taliban
3060,0,0,0,0,0,Wild West rampage,Man jailed in Ireland after Wild West rampage
3061,0,0,0,0,0,there compulsory voting in Australia ?,Why is there compulsory voting in Australia?
3062,Ros Atkins on,…,0,0,0,0,Ros Atkins on… China’s zero-Covid lockdowns
3063,0,0,0,0,0,0,What secrets do the Taj Mahals locked rooms hold?
3064,Dutch football star Quincy Promes,charged with attempted manslaughter,0,0,0,Dutch football star Quincy Promes charged with attempted manslaughter .,Dutch football star Quincy Promes charged with attempted manslaughter
3065,Boeing directors,to face investor lawsuit,0,0,Boeing directors,over fatal crashes .,Boeing directors to face investor lawsuit over fatal crashes
3066,0,0,0,0,0,helps clear Chernihiv of Russian explosives .,Minesweeping dog helps clear Chernihiv of Russian explosives
3067,0,0,0,0,0,ship next to 174 North Sea wind turbines .,Living on a ship next to 174 North Sea wind turbines
3068,0,0,0,0,traffic,0,Patrick Lyoya: Could rethink of US police traffic stops save lives?
3069,Adele,opens up to Oprah Winfrey,0,0,Adele,0,"Adele opens up to Oprah Winfrey about her weight loss, divorce and finding herself again"
3070,0,0,0,0,0,as young as five - paraded naked in India rain,Six girls - some as young as five - paraded naked in India rain ritual
3071,0,0,0,0,0,Next pandemic could be more lethal than Covid .,Next pandemic could be more lethal than Covid
3072,The Hindu hardliner in India,who scripted election history,0,0,0,0,The Hindu hardliner in India who scripted election history
3073,we,shares her story,0,0,0,cant even eat South African woman shares her story of,"Were traumatised, we cant even eat

South African woman shares her story of surviving Durban flood"
3074,0,0,0,0,0,Afghan baby girl sold for $ 500 by starving family,Afghan baby girl sold for $500 by starving family
3075,Zika virus,may be one step from explosive outbreak,0,0,0,step away from explosive outbreak .,Zika virus may be one step away from explosive outbreak
3076,Flight to New York aborted mid-flight after discovering first officer,had not completed pilot training,0,0,0,York aborted mid-flight after discovering first officer had not completed,Flight to New York aborted mid-flight after discovering first officer had not completed pilot training
3077,Henry Patterson,dies aged 92,0,0,0,dies aged 92 .,Eagle Has Landed author Henry Patterson dies aged 92
3078,Zelensky,asked if hell,0,0,Zelensky,0,Zelensky asked if hell give Russia any part of Ukraine
3079,0,0,0,0,0,- like funnels form off coast of Sicilian city of,Tornado-like funnels form off coast of Sicilian city of Licata
3080,0,0,Mariupol,0,0,"estimated dead in Russian strike on theatre in Mariupol ,","300 people estimated dead in Russian strike on theatre in Mariupol, Ukraine"
3081,India by 10 wickets,to claim famous win,0,0,India by 10 wickets,claim famous win .,T20 World Cup: Pakistan hammer India by 10 wickets to claim famous win
3082,Bird songs,beat Mariah Carey and Abba,0,0,0,on Australian music chart .,Bird songs beat Mariah Carey and Abba on Australian music chart
3083,0,0,0,0,Technology conference CES,going digital for 2021 .,Technology conference CES going digital for 2021
3084,Sir Salman Rushdie,to serialise book,0,0,Sir Salman Rushdie,0,Author Sir Salman Rushdie to serialise book via email newsletter
3085,Kamila Valieva,misses out on Winter Olympics podium as she,0,0,Kamila Valieva,she finishes,Kamila Valieva misses out on Winter Olympics podium as she finishes fourth
3086,0,0,Lviv,0,0,over western Ukrainian city of Lviv .,Smoke seen rising over western Ukrainian city of Lviv
3087,Ukraine civilians abducted as Russia,tries to assert control,0,0,Ukraine civilians abducted as Russia,Russia tries to assert control,Ukraine civilians abducted as Russia tries to assert control
3088,0,0,0,0,0,for vital supplies to reach volcano - hit Tonga .,Race for vital supplies to reach volcano-hit Tonga
3089,0,0,0,0,0,as heavy gunfire heard .,Guinea capital Conakry on alert as heavy gunfire heard
3090,0,0,0,0,0,0,Australians react to Djokovics second visa cancellation
3091,China,"declines to condemn Russia , with its foreign ministry",0,0,China,its foreign ministry refusing to call Russias action against Ukraine,"China declines to condemn Russia, with its foreign ministry refusing to call Russias action against Ukraine an invasion"
3092,Workers in China,are fed up with the brutal 996 work culture,0,9 pm,Workers in China,the brutal 996 work culture - where people work from,"Workers in China are fed up with the brutal 996 work culture - where people work from 9am to 9pm, 6 days a week"
3093,0,0,Siargao Island,0,Huge damage,Huge damage done by Super Typhoon Rai on Siargao Island,Huge damage done by Super Typhoon Rai on Siargao Island
3094,2977 people,"died , 20 years , when terrorists",0,0,terrorists,0,"2977 people died, 20 years ago today, when terrorists hijacked four US passenger jets"
3095,Why Sri Lanka cabinet resignations wont,appease angry protesters,0,0,0,resignations wont appease angry protesters .,Why Sri Lanka cabinet resignations wont appease angry protesters
3096,Thousand of lives,"were lost in the September 11 attacks , leaving many children",0,September 11,0,leaving many children without a mother or father .,"Thousand of lives were lost in the September 11 attacks, leaving many children without a mother or father"
3097,20 - year - old Ukrainians TikTok videos of fighting in the country,go viral,0,0,20 - year - old Ukrainians TikTok videos of fighting in the country,go viral .,20-year-old Ukrainians TikTok videos of fighting in the country go viral
3098,One third of UK farmers,could be depressed,0,0,0,"be depressed , survey says .","One third of UK farmers could be depressed, survey says"
3099,Wordle,and,0,0,0,What next for Wordle and its fans ?,What next for Wordle and its fans?
3100,New Zealand scraps outdoor masking,",",0,0,0,"scraps outdoor masking , some Covid vaccine mandates .","New Zealand scraps outdoor masking, some Covid vaccine mandates"
3101,0,0,0,0,0,The Palestinian cancer centre that cant take patients .,The Palestinian cancer centre that cant take patients
3102,We,must continue,0,0,0,a new and uncertain fate .,"We must continue: In Kabul, Afghans adjust to a new and uncertain fate"
3103,offensive Native American name,.,0,0,0,changes offensive Native American name .,California ski resort changes offensive Native American name
3104,0,0,0,0,0,Vulnerable countries seek emergency climate pact .,Vulnerable countries seek emergency climate pact
3105,Russia,may cut gas supplies,0,0,it,goes ahead .,Russia says it may cut gas supplies if oil embargo goes ahead
3106,Pakistan,for India,0,0,0,India ?,India v Pakistan at T20 World Cup: Can Virat Kohli win it for India?
3107,0,0,0,0,Toymaker Mattel,0,Toymaker Mattel says price rise has not hit demand
3108,war,saw my son ’s,0,0,0,Myanmar civil war : I saw my son ’s body,Myanmar civil war: I saw my son’s body on Facebook’
3109,Facebook,is mainly barbecues,0,0,Facebook,"is mainly barbecues and bar mitzvahs Sir Nick Clegg ,","Facebook is mainly barbecues and bar mitzvahs 

Sir Nick Clegg, Metas head of global affairs, defends company formerly known as Facebook at Web Summit"
3110,Alok Sharma,fights back tears as Glasgow Climate Pact,0,0,Alok Sharma,fights back tears as Glasgow Climate Pact agreed .,Alok Sharma fights back tears as Glasgow Climate Pact agreed
3111,Daughter of the first US astronaut heads to space,",",0,0,0,her father,"Daughter of the first US astronaut heads to space, 60 years after her father"
3112,Crypto bid to buy US constitution print,raises millions,0,0,0,0,Crypto bid to buy US constitution print raises millions
3113,0,0,0,Monday,0,Military to deliver petrol to UK garages from Monday .,Military to deliver petrol to UK garages from Monday
3114,Many countries,have promised to protect at least 30 percent,0,0,Colombia,Many countries have promised to protect at least 30 percent,"Many countries have promised to protect at least 30 percent  of their lands and ocean by 2030, but Colombia is going a step further"
3115,Roman courtyard unearthed at WW2 bunker site,.,0,0,0,Roman courtyard unearthed at WW2 bunker site .,Alderney: Roman courtyard unearthed at WW2 bunker site
3116,0,0,0,0,0,0,The shortages hitting countries around the world
3117,North Korea orders,strict lockdown with first official Covid cases,0,0,0,orders strict lockdown with first official Covid cases .,North Korea orders strict lockdown with first official Covid cases
3118,0,0,0,0,0,"Worlds oldest woman , Kane Tanaka , dies aged 119","Worlds oldest woman, Kane Tanaka, dies aged 119"
3119,India baby girl,found in drain,0,0,India baby girl,India baby girl found in drain recovering .,India baby girl found in drain recovering
3120,0,0,0,0,0,0,Tax cheat schemes cost governments billions
3121,0,0,Kharkiv,0,0,stands firm .,Shells rain down on Kharkiv as Ukraines army stands firm
3122,0,0,0,0,0,Ukrainian boy with leukaemia flees to Ireland .,Ukrainian boy with leukaemia flees to Ireland
3123,0,0,0,0,0,Yemeni model jailed for indecency by rebel authorities .,Yemeni model jailed for indecency by rebel authorities
3124,Beijing Winter Olympics,:,0,0,0,they controversial ?,Beijing Winter Olympics: Why are they controversial?
3125,Aqla,was jostled as Israeli police,East,0,0,as Israeli police and Palestinians clashed as it left hospital,"Violence breaks out at funeral of reporter Shireen Abu Aqla in East Jerusalem

Her coffin was jostled as Israeli police and Palestinians clashed as it left hospital"
3126,0,0,0,0,Leaders of worlds richest economies,worlds richest economies agree to pursue efforts to limit global,Leaders of worlds richest economies agree to pursue efforts to limit global warming with meaningful and effective actions
3127,Fauci,warns,0,Christmas,0,0,"Christmas travel will fuel spread of Omicron, Fauci warns"
3128,"World freedoms at stake , President Biden",tells US troops,0,0,0,0,"World freedoms at stake, President Biden tells US troops"
3129,0,0,0,0,0,other Chinese companies .,US imposes more restrictions on Chinese drone-maker DJI and seven other Chinese companies
3130,Another Evergreen shipping vessel,runs aground,0,0,0,runs aground .,Another Evergreen shipping vessel runs aground
