,who,what,where,when,why,how,text
1797,the actor @eddiemarsan,discuss the circle,Bethnal,this weeks,you,seen in a pie and mash shop in Bethnal Green,"In this weeks , host @gracedent and her guest, the actor @eddiemarsan, discuss the circle of life as seen in a pie and mash shop in Bethnal Green. 

Listen wherever you get your podcasts 🎧"
1798,0,0,0,0,0,0,"Lockdown hobbies led to thousands of injuries in England, NHS data suggests"
1799,Putin,has a 21st - century digital battle plan,0,0,Putin,"century digital battle plan , so why is he fighting","Putin has a 21st-century digital battle plan, so why is he fighting like it’s 1939? | John Naughton"
1800,victim of an immature ’ mother and her violent partner,.,0,0,0,an immature ’ mother and her violent partner .,Star Hobson: victim of an immature’ mother and her violent partner
1801,I,’m starting to learn how to use my privilege ’,0,0,0,0,Jeremy O Harris: I’m starting to learn how to use my privilege’
1802,Cricket Australia,plan further talks,0,0,0,Cricket Australia plan further talks,Uncertainty remains over Justin Langer as Cricket Australia plan further talks
1803,0,0,0,0,it,"be traumatic to go to court after alleged rape ,","Police told Gaia Pope it would be traumatic to go to court after alleged rape, inquest hears"
1804,"Guardian front page , Thursday 13 January 2022",:,0,Thursday 13 January 2022,0,"Guardian front page , Thursday 13 January 2022 : PMs","Guardian front page, Thursday 13 January 2022: PMs future on knife-edge after No 10 party apology"
1805,0,0,0,0,0,"Saudi film festival is a whitewash ’ by authorities ,","Saudi film festival is a whitewash’ by authorities, say critics"
1806,Britishvolt,to invest more than £ 200m,0,0,0,0,Britishvolt to invest more than £200m in Midlands test facility
1807,Rachel Roddy ’s recipe,for polenta,0,0,0,"polenta with butter , parmesan and greens | A kitchen","Rachel Roddy’s recipe for polenta with butter, parmesan and greens | A kitchen in Rome"
1808,0,0,0,0,Ambulance delays,’s triple - zero system leading to dire outcomes ’,Ambulance delays caused by Victoria’s triple-zero system leading to dire outcomes’ for patients
1809,Bear,caught on camera stealing kill,Yellowstone,0,Bear,0,Bear caught on camera stealing kill from wolves in Yellowstone park – video
1810,Andy Murray,insists Wimbledon not an exhibition,0,0,Andy Murray,0,Andy Murray insists Wimbledon not an exhibition’ in ranking points row
1811,0,0,0,0,Officials,0,Officials rule out suspected foot and mouth case in Norfolk
1812,UK farmers,call for urgent action to prevent soaring food prices,0,0,UK farmers,for urgent action to prevent soaring food prices .,UK farmers call for urgent action to prevent soaring food prices
1813,0,0,0,0,0,10 best films – ranked !,Paul Verhoeven’s 10 best films – ranked!
1814,we,missed at Hearts,0,0,we,were huge ’ .,John Robertson: The opportunities we missed at Hearts were huge’
1815,0,0,0,0,0,– live .,MPs hold minute’s silence for Sir David Amess in House of Commons – live
1816,0,0,0,0,0,0,Asylum seekers in PM’s constituency claim accommodation not fit to live in’
1817,California school board officials,plead for protection,0,0,0,protection from protesting parents,California school board officials plead for protection from protesting parents
1818,Rishi Sunak ’s speech,offers mood music,0,0,0,but little economic meat .,Rishi Sunak’s speech offers mood music but little economic meat
1819,0,0,0,0,0,Nearly half of Britain ’s biodiversity has gone since industrial,Nearly half of Britain’s biodiversity has gone since industrial revolution
1820,Boris Johnson ’s warm welcome on secret Kyiv visit,.,0,0,0,’s warm welcome on secret Kyiv visit .,A wink and a walk: Boris Johnson’s warm welcome on secret Kyiv visit
1821,movie photographs,go wrong,0,0,0,go wrong .,What’s wrong with this picture? When movie photographs go wrong
1822,Brentford,stun,0,0,0,Vitaly Janelt and Christian Eriksen spark comeback,Brentford stun Chelsea as Vitaly Janelt and Christian Eriksen spark comeback
1823,0,0,0,0,Erratic display,Erratic display shines light on Manchester United ’s also -,Erratic display shines light on Manchester United’s also-ran status | Jonathan Liew
1824,Oldham,braced for more protests amid sorry decline,0,0,Oldham,amid sorry decline .,Ticking timebomb’: Oldham braced for more protests amid sorry decline
1825,Houseplant of the week,:,0,the week,0,0,Houseplant of the week: satin pothos
1826,0,0,Assam,0,0,former loggers now defend Assam ’s forests .,Like killing my children’: former loggers now defend Assam’s forests
1827,UK ’s shortages,seen from abroad,0,0,0,from abroad .,Only yourselves to blame’: UK’s shortages seen from abroad
1828,Cost of living response hindered by Johnson - Sunak rift,",",0,0,0,0,"Cost of living response hindered by Johnson-Sunak rift, say ministers"
1829,we,want to understand the pandemic,0,0,we,0,"Mary Beard: If we want to understand the pandemic, we need the arts’"
1830,Britain,will never reach net zero,0,0,airlines,will never reach net zero | John Vidal .,"Until airlines tackle the scourge of ghost flights’, Britain will never reach net zero | John Vidal"
1831,Peacock - Farrell,penalty,Northern,0,0,0,Peacock-Farrell penalty save earns Northern Ireland draw with Switzerland
1832,this workshop,with hypnobirthing teacher,0,30th November,you,the right decisions for you and your baby .,"On 30th November, join this workshop with hypnobirthing teacher and bestselling author Siobhan Miller.

Understand the science and physiology of birth to help you make the right decisions for you and your baby.

Book your @guardianclasses ticket"
1833,0,0,0,0,Australians,the mane event,Mulletfest 2022: Australians let their hair down for the mane event
1834,Raab,admits no evidence,0,0,Raab,’s anti-Starmer Savile smear .,UK politics live: Raab admits no evidence justifies Johnson’s anti-Starmer Savile smear
1835,London bus and tube use,falls as work - from - home advice,0,0,London bus and tube use,work - from - home advice updated,London bus and tube use falls as work-from-home advice updated
1836,0,0,0,0,a dog lover,0,Guardian angel: a dog lover creates a close-knit community in a London park
1837,Dead &amp; Beautiful review – slick vampire drama,gets its fangs,0,0,Dead &amp; Beautiful review – slick vampire drama,Dead &amp; Beautiful review – slick vampire drama gets its,Dead &amp; Beautiful review – slick vampire drama gets its fangs into the super-rich
1838,Russia,will withdraw some,0,0,it,0,Russia says it will withdraw some of its troops from Ukraine border | First Thing
1839,Only a few people on Mumsnet,know who we,0,0,0,’s catchiest jingles : Only a few people on Mumsnet,The duo behind TV’s catchiest jingles: Only a few people on Mumsnet know who we are – we like it that way!’
1840,Taylor and Serrano,face off before iconic fight – video,0,0,Taylor and Serrano,before iconic fight – video .,We deserve the spotlight: Taylor and Serrano face off before iconic fight – video
1841,Macron rebuke to unvaccinated citizens,incurs anger in parliament,0,0,0,to unvaccinated citizens incurs anger in parliament .,Macron rebuke to unvaccinated citizens incurs anger in parliament
1842,Russia,calls increased US deployments,0,0,Russia,deployments destructive step ’ | First Thing .,Russia calls increased US deployments destructive step’ | First Thing
1843,England ’s Covid test and trace spending over £ 1m,a day,0,0,0,0,England’s Covid test and trace spending over £1m a day on consultants
1844,the secret to staying fit in your 40s,.,0,0,0,the secret to staying fit in your 40s .,"Cold baths, cherry juice and sleep: the secret to staying fit in your 40s"
1845,UK phone networks,to block scam calls,0,0,0,from abroad .,UK phone networks to block scam calls from abroad
1846,Naomi Osaka and LeBron James,join forces with launch of new media company,0,0,Naomi Osaka and LeBron James,of new media company .,Naomi Osaka and LeBron James join forces with launch of new media company
1847,Global windfarm installations expected to surge after Covid drop,",",0,0,0,"Global windfarm installations expected to surge after Covid drop ,","Global windfarm installations expected to surge after Covid drop, says report"
1848,Madeleine Albright obituary,.,0,0,0,0,Letter: Madeleine Albright obituary
1849,Josh Hazlewood ’s perfect Ashes miniature leaves,Joe Root,0,0,0,’s perfect Ashes miniature leaves Joe Root trapped | Barney,Josh Hazlewood’s perfect Ashes miniature leaves Joe Root trapped | Barney Ronay
1850,UK,pulls some embassy staff,0,0,UK,amid Russian threat .,UK pulls some embassy staff from Ukraine amid Russian threat
1851,Johnson ’s removal is now inevitable,",",0,0,’,"now inevitable , warns loyalist .","Partygate’: Johnson’s removal is now inevitable, warns loyalist"
1852,Lu Olo ’ Guterres,face off in presidential election,0,0,Guterres,in presidential election .,Timor-Leste’s Ramos Horta and Lu Olo’ Guterres face off in presidential election
1853,a swift economic victory against Russia,looks unlikely,0,0,0,a swift economic victory against Russia looks unlikely .,Why a swift economic victory against Russia looks unlikely
1854,W - League brand for gender - neutral A-Leagues,.,0,0,0,Australian football scraps W - League brand for gender -,Australian football scraps W-League brand for gender-neutral A-Leagues
1855,us,:,0,0,you,0,Tell us: are you returning to work in the office in England?
1856,0,0,0,0,0,0,Family of woman killed in cage fight express mismatch’ concerns
1857,these low - life individuals in ’ – Reece James,appeals to fans,0,0,0,these low - life individuals in ’ – Reece James,Turn these low-life individuals in’ – Reece James appeals to fans after burglary
1858,British embassy guard suspected of spying for Russia,extradited from Germany,0,0,0,British embassy guard suspected of spying for Russia extradited from,British embassy guard suspected of spying for Russia extradited from Germany
1859,0,0,0,0,0,Civil unrest due to rising energy bills is n’t far,"Civil unrest due to rising energy bills isn’t far away’, says Martin Lewis"
1860,your,.,0,0,0,0,Zen School of Motoring: TV that will cleanse your spirit like meditation
1861,Texas,forced to reverse Mexican truck inspection plan,0,0,Texas,reverse Mexican truck inspection plan as drivers block bridges .,Texas forced to reverse Mexican truck inspection plan as drivers block bridges
1862,the Marvel,Cinematic Universe,0,0,0,0,Is the Marvel Cinematic Universe lost in space?
1863,my,had girlfriends,0,0,None of my Indian friends,my Indian friends had girlfriends .,How we met: None of my Indian friends had girlfriends. But I liked her too much to say no’
1864,Chelsea sale completed after Roman Abramovich,agrees to government terms,0,0,0,after Roman Abramovich agrees to government terms .,Chelsea sale completed after Roman Abramovich agrees to government terms
1865,Biden,seeks go - ahead from supreme court to end Trump asylum program,0,0,Biden,from supreme court to end Trump asylum program .,Biden seeks go-ahead from supreme court to end Trump asylum program
1866,0,0,0,0,Museum visits,0,"Museum visits do not improve GCSE results, study reveals"
1867,Premier League clubs,step up Covid measures,0,0,Premier League clubs,0,Premier League clubs step up Covid measures in push to avoid more call-offs
1868,0,0,0,0,0,workers real living wage ’ .,Investors call for Sainsbury’s to pay workers real living wage’
1869,Deshaun Watson,subject of lawsuit from 23rd woman alleging sexual misconduct,0,0,0,alleging sexual misconduct .,Deshaun Watson subject of lawsuit from 23rd woman alleging sexual misconduct
1870,0,0,0,0,0,during medical procedures ?,Why are women expected to endure pain during medical procedures? | Letters
1871,Bowen,saves West Ham ’s,0,0,Bowen,0,Bowen saves West Ham’s blushes in extra-time Cup win over Kidderminster
1872,"the 10 best memories , from Scott and Charlene to Madge ’s ghost",.,0,0,0,"10 best memories , from Scott and Charlene to Madge","Neighbours: the 10 best memories, from Scott and Charlene to Madge’s ghost"
1873,England and Joe Root reward fans ’,optimism with riotous display of batting | Jonathan Liew,0,0,0,with riotous display of batting | Jonathan Liew .,England and Joe Root reward fans’ optimism with riotous display of batting | Jonathan Liew
