,who,what,where,when,why,how,text
332,Data from Beijing,revealed that China,0,a year ago,China,"of Russian energy products , double the amount a year","🛢️ Data from Beijing revealed that China bought $7.5bn (£6.1bn) of Russian energy products, double the amount a year ago"
333,Central London,has been left deserted,Central,0,Britons,left deserted at rush hour as Britons opt to work,❌ Central London has been left deserted at rush hour as Britons opt to work from home after new coronavirus restrictions were brought in to combat the omicron variant
334,Officials in Shanghai,enforced fresh lockdown measures,0,last week,Officials in Shanghai,"enforced fresh lockdown measures last week , ramping up the","🇨🇳 Officials in Shanghai enforced fresh lockdown measures last week, ramping up the communist state’s severe Covid policy that has paralysed China’s financial hub for around a month"
335,years of cost - cutting under Alex Cruz,had left British Airways,0,0,Many passengers,✈️ Many passengers believed that years of cost - cutting,"✈️ Many passengers believed that years of cost-cutting under Alex Cruz, had left British Airways little more than a budget carrier. 

Sean Doyle is determined to make a fresh start"
336,you,remember about what happened in 2021,0,0,0,How much do you remember about what happened in 2021,"📅How much do you remember about what happened in 2021?

Take our quiz to find out 👇"
337,we,know that,0,0,we,we really close their schools and universities once again in,Can we really close their schools and universities once again in order to protect ourselves given the damage we know that would bring?
338,Tories win Old Bexley and Sidcup by - election,Will we,Old,0,boy,jabs forever ?,"🔎Friday morning UK news briefing from @DannyBoyle87:

❌Concerns dismissed as boy suffered torture

🗳️Tories win Old Bexley and Sidcup by-election

💉Will we have booster jabs forever?"
339,Expert,debunks bizarre footage military,0,0,0,debunks bizarre footage of North Koreas military .,Expert debunks bizarre footage of North Koreas military
340,Boris Johnson,was weaselly during an exchange,0,0,3⃣ BBC climate editor,was weaselly during an exchange about a new coal mine,"3⃣ BBC climate editor snaps at weaselly Boris Johnson

The BBCs climate editor suggested that Boris Johnson was  weaselly  during an exchange about a new coal mine in Cumbria.

Read more ⬇️"
341,The majority of Germans,believe their country ’s,Europe,0,0,’s golden age has passed .,"🇩🇪The majority of Germans believe their country’s  golden age  has passed.

A new poll that casts doubt on its future role as Europe’s de facto leader on the eve of Angela Merkel’s departure"
342,A senior executive at the countrys leading authority on workplace conduct,was fired for sexual harassment,0,0,0,A senior executive at the countrys leading authority on workplace,A senior executive at the countrys leading authority on workplace conduct was fired for sexual harassment
343,NEW,switched off Follow all the latest updates,Chernobyl,0,0,the latest updates on our liveblog here 👇 .,"🔴 NEW: Radioactive substances could be released from Chernobyl after power switched off

Follow all the latest updates on our liveblog here 👇"
344,0,0,0,0,0,", fundamental assumptions that sustained an optimistic vision of the","✍️  Over the last ten years or so, fundamental assumptions that sustained an optimistic vision of the international order have been collapsing  | Writes 
Robert Tombs"
345,the citizen scientists,fighting to clean them,Europe,0,2020,"of good ecological standard , signifying the worst river quality","💧 Figures published in 2020 revealed just 14 percent  of English rivers are of good ecological standard, signifying the worst river quality in Europe

Meet the citizen scientists fighting to clean them up 👇"
346,the end of the affair,.,0,0,It,"Finally , the end of the affair .","Finally, the end of the affair. It had never been the warmest of relationships...

Epidemiologist Jeremy Farrar has folded up his spreadsheets and walked out of Sage... It is undoubtedly a major moment"
347,Britain,has blocked two sections,0,0,Britain,of major roads into London after warning its non-violent civil,🚨 BREAKING: Insulate Britain has blocked two sections of major roads into London after warning its  non-violent civil resistance  would continue
348,she,wore for her New York film premiere,0,0,she,The glamorous silk cape dress she wore for her New,👗The glamorous silk cape dress she wore for her New York film premiere is just one of the actress’s understated knock-out looks
349,MPs,will not face a cap,0,0,they,how much they can earn or the number of hours,MPs will not face a cap on how much they can earn or the number of hours they are allowed to work outside Parliament after a proposed crackdown on second jobs was watered down.
350,NEW,is definitely a threat,0,0,The Kremlin,is definitely a threat to Russia Follow the latest updates,"🔴 NEW: The Kremlin said Finlands decision to apply for Nato membership is  definitely  a threat to Russia 

Follow the latest updates on our liveblog ⤵️"
351,the full article,below,0,0,0,the full article below ⬇ .,Read the full article below ⬇
352,Volodymyr Zelensky,could convince Vladmir Putin,0,0,Volodymyr Zelensky,the Russian president claim victory even if has really suffered,"How Volodymyr Zelensky could convince Vladmir Putin to make peace in Ukraine.

 Kyiv and the West will need to let the Russian president claim victory even if has really suffered defeat,  writes @JamesCrisp6

Thread 👇🧵"
353,A Japanese woman,has given up her baby,0,0,0,A Japanese woman has given up her baby for adoption,A Japanese woman has given up her baby for adoption after discovering the sperm donor lied about his education and ethnicity
354,Brussels,has pledged to protect consumers,0,0,Brussels,a blistering rally that experts said was almost impossible to,Brussels has pledged to protect consumers from the impact of soaring gas prices following a blistering rally that experts said was  almost impossible to even justify ⬇️
355,0,0,0,0,0,around mental health is undeniable | Writes Celia Walden .,That some people have exploited the conversation around mental health is undeniable  | Writes Celia Walden
356,Prime Minister Pedro Sanchez,has said,0,0,Spain,"weapons directly to Ukraine following Russias invasion , Prime Minister","🔴Spain will supply weapons directly to Ukraine following Russias invasion, Prime Minister Pedro Sanchez has said"
357,0,0,0,midnight on Wednesday,0,0,🔴Climate activists scaled the fencing around the Kingsbury Oil Depot in Warwickshire at midnight on Wednesday
358,"Paul Rogash , an Australian entrepreneur ,",pays staff in cryptocurrency and is building a huge villa,Bali,0,0,"an Australian entrepreneur , pays staff in cryptocurrency and is","Paul Rogash, an Australian entrepreneur, pays staff in cryptocurrency and is building a huge villa in Bali, all paid for in crypto, to host cryptocurrency influencers. 

💰In total, he said 80 percent  of his net worth was tied up in digital coins"
359,0,0,0,0,0,that rear to look like Madonna ’s would literally take,The effort involved keeping that rear to look like Madonna’s would literally take five bodybuilders and a surgeon with a massive sense of humour  | Writes @AnnekaRice
360,Bomb disposal experts from the Royal Navy and 29 Explosive Ordnance Disposal Group,are working with the MoD ’s to make the wreck,0,0,Bomb disposal experts from the Royal Navy and 29 Explosive Ordnance Disposal Group,wreck safe 📸 James Bell / Alamy Live News .,"Bomb disposal experts from the Royal Navy and 29 Explosive Ordnance Disposal Group are working with the MoD’s Salvage and Marine Operations project team to make the wreck safe

📸James Bell/Alamy Live News"
