,who,text
1607,Boris Johnson,"🔴 Boris Johnson will fly to the United Arab Emirates (UAE) on Sunday to pay his respects to the country’s late pro-western ruler, Sheikh Khalifa Bin Zayed Al-Nahyan, after the latter’s death on Friday"
1608,yesterday,"🔎 It looked to be game over for Vardy on Thursday, but after Rooneys first day on the witness stand yesterday, is the outcome less certain?"
1609,0,"💉Harvesting the body parts of the young to achieve immortality has long been a familiar trope in horror novels and conspiracy theories.

However, science is beginning to discover that  youth transplants  really can slow down the ageing process"
1610,tourists,🏠 The British holiday let market could be about to buckle as tourists take their business abroad and councils eye higher tax rates
1611,Eurovision Song Contest,"📺 The 2022 Eurovision Song Contest kicked off with a rendition of Give Peace a Chance - marking the most politically charged Eurovision finals of recent times

Follow our liveblog for all the latest 👇"
1612,The Treasury,"💰 The Treasury is pressing ahead with plans to legalise cryptocurrencies known as  stablecoins  as a form of payment in Britain, despite a market meltdown this week"
1613,poison,🦅 White-tailed eagles were reintroduced in 2019 but recently there has been a spike in the number killed by poison – is it misfortune or foul play?
1614,Tensions between Eurovision and Vladimir Putin,"🇷🇺 Tensions between Eurovision and Vladimir Putin are nothing new.

Back in the 1960s and 70s, the USSR ran their own musical contest: Intervision.

Putin even suggested reviving it in 2014 after drag queen Conchita Wurst won the competition"
1615,the move,🛍 Harrods said the move is in order to comply with sanctions introduced in the wake of Vladimir Putin’s invasion of Ukraine
1616,Harrods,🛍️ Harrods has contacted Russian customers warning that it will no longer sell them  luxury goods  worth more than £300
1617,Ukraine,"🇺🇦 Ukraine appears to have won the battle for Kharkiv, a US report has said, as Russian forces retreated from around the eastern city due to an apparent lack of troop reinforcements"
1618,Goldman Sachs,"👔 Goldman Sachs will allow its senior bankers to take as many holidays as they want, amid a war for talent and complaints about a gruelling long-hours culture"
1619,A vegan festival,🥕 A vegan festival has been criticised as  staggeringly hypocritical  for holding its event at a shooting estate
1620,Russia wont,"🇺🇦All eyes will be on the Ukrainian entrants Kalush Orchestra, a victory for whom would send a clear message from the European contest voters to Vladimir Putin. 

Russia wont be taking part; it is banned from this years contest"
1621,Switzerland,"🇪🇺 Brussels has threatened to throw Switzerland out of the EU’s passport-free zone if it does not back paying more to the blocs border agency, as the country prepares to vote in a  Frontex-it  referendum on Sunday"
1622,0,🚗 A council has raked in £6.6million of fines in a single year from a cash cow Low Traffic Neighbourhood (LTN) despite claims that air pollution has soared
1623,0,🔴 A leading anti-racism group funded by Sadiq Khan is under formal investigation after two of its members waved Chinese communist flags and denied the Uyghur genocide
1624,0,"✍️  The charismatic TikTok metal head is the UKs Eurovision entry for 2022, and may represent our best chance in decades.    Writes James Hall"
1625,Timur Miroshnychenko ’s shelter,"🎶 Timur Miroshnychenko’s shelter is worlds away from the Eurovision glitz, but that will not stop him presenting the most important contest ever’"
1626,The leader of Russian activist band Pussy Riot,🔴 The leader of Russian activist band Pussy Riot has said she plans to return to Russia in a few weeks despite the fact that she likely faces years in prison after recently escaping Moscow while under house arrest
1627,0,"🔴 The once prosperous commuter suburb is battling private grief, but resilient locals are clearing away the debris in search of some normality"
1628,Prof Hannah Fry,"🔴Prof Hannah Fry is famous for solving complex mathematical problems.

But, after learning she had cervical cancer, she faced the hardest calculation of all"
1629,0,"🦮 Confrontations between farmers and dog walkers are escalating, with the police, unions and even Jeremy Clarkson weighing in on the issue"
1630,Waitrose,"📈 In the last month, Waitrose has seen searches for lard soar by 40 per cent.

Shoppers are looking for  more traditional cooking methods  to get around the oil crisis"
1631,A cyclist,"🔴A cyclist has been arrested after he was stopped by police riding in the middle lane of a motorway.

The rider was spotted in lane two of the M3 motorway near junction 13 at Eastleigh, Hampshire, at 5am on Saturday"
1632,The competition in Kampung Jenjarom in Malaysia ’s Selangor state,"🐓 Chickens strutted their stuff in bantam beauty contest.

The competition in Kampung Jenjarom in Malaysia’s Selangor state aimed to prove once and for all who is cock of the catwalk"
1633,a Covid outbreak,"🔴 Kim Jong-un says a Covid outbreak is a  great disaster  for North Korea, which announced 21 new  fever  deaths Saturday.

The government said more than half a million people had been sickened nationwide"
1634,proposal,"🔴 Turkey has offered sea evacuation for wounded Ukrainian fighters

President Tayyip Erdogans spokesman Ibrahim Kalin said that he had discussed the proposal with Ukrainian President Volodymyr Zelensky and that it remains  on the table"
1635,0,"🏠 Homes could fall in value and become almost unsellable because of poor broadband speeds.

1.5 million households may never be connected to the latest technology because freeholders are blocking access to Britain’s broadband upgrade"
1636,Russia,"🔴 Russia is reportedly refusing to take bodies of its soldiers killed in fighting in Ukraine. 

Corpses are piling up in refrigerated train cars outside the Ukrainian capital"
1637,0,"🚢 A minesweeper commanded by Prince Charles as a young Royal Navy lieutenant could be rescued by a last-ditch salvage bid.

Divers will assess the state of HMS Bronington which sank at its moorings in Birkenhead six years ago"
1638,Hungarys President Katalin Novak,"🔴Hungarys President Katalin Novak condemned Russias invasion of Ukraine at her inauguration ceremony.

 We say eternally no to every effort aiming at the restoration of the Soviet Union,  she added"
1639,0,📺 Russian channels now broadcast non-stop propagandist panel shows that seek to present war in Ukraine as a Washington-led Western provocation
1640,towns and villages,🏠 Airbnb boss Brian Chesky says that towns and villages should not shut themselves off to tourists completely
1641,US Senate Minority Leader Mitch McConnell,"US Senate Minority Leader Mitch McConnell has visited Kyiv, where he is meeting with Ukrainian President Volodymyr Zelensky.

Mr Zelensky shared a video of himself meeting with Mr McConnell and his delegation of Republican senators on the Telegram app"
1642,Ukraine ’s answer to Graham Norton,⚡ Inside the bunker where Ukraine’s answer to Graham Norton will host Eurovision
1643,0,🔗 Read the full interview ⬇️
1644,We,"🇺🇦 Ukrainians, he said, support the countries that have supported them in the war.

 A big, big, big, big kiss and hug from all the Ukrainians , he said in a final message to British viewers.

 We now see our real friends, our real brothers"
1645,Mr Miroshnychenko,"🏆 Mr Miroshnychenko will be rooting for Ukrainian entrant Kalush Orchestra to claim the top prize in the finale

🗣️  Maybe now is the most important contest in the history of Eurovision. To unite everyone, not only governments of their countries, but mainly the people"
1646,Mr Miroshnychenko,"🎙️ Since 2007, Mr Miroshnychenko has either presented or commentated on every Eurovision contest for Ukrainian television, making him the country’s answer to Graham Norton"
1647,Russia,📻  When Russia decides to launch their missiles... we have to be underground not to interrupt the broadcasts
1648,Ukraine ’s commentator for the Eurovision Song Contest,"🔴 The bomb shelter where Ukraine’s commentator for the Eurovision Song Contest will work from on Saturday night is a dank, gloomy space.

 We have to be underground because… you never know , Timur Miroshnychenko told The Telegraph"
