,who,text
1126,0,The valley trying to hold off the Taliban
1127,0,China linked to takeover of Italian drone plant
1128,Sir Salman Rushdie,Author Sir Salman Rushdie to serialise book via email newsletter
1129,China,China to rein in stars' salaries in media crackdown
1130,Nasa 's Mars rover Perseverance,Nasa's Mars rover Perseverance makes second drill sample bid
1131,WhatsApp,WhatsApp fined €225m (£193m) by Ireland's data watchdog for breaching privacy regulations
1132,Qatar and Turkey,Qatar and Turkey become the Taliban's lifeline to the outside world
1133,Mr Zelensky ( finally ),Mr Zelensky (finally) goes to Washington
1134,US President Biden,US President Biden vows to defend abortion rights
1135,Facebook,"Facebook says it helped people flee Afghanistan, including staff"
1136,Cristiano Ronaldo,Cristiano Ronaldo breaks men's international scoring record with 110th and 111th goals
1137,My,Dontae Sharpe: 'My 26-year fight to prove my innocence'
1138,Taser at driver,French police car crashes after officer fires Taser at driver
1139,0,Italian police guard stations as Covid pass on trains begins
1140,0,"Air pollution may reduce life expectancy of Indians by nine years, says study"
1141,Texas,Texas passes law banning abortion after six weeks
1142,Afghans who worked for UK,Afghans who worked for UK can stay permanently
1143,UK and Taliban,UK and Taliban in talks over further evacuations
1144,Our ship,"'Our ship was hijacked and taken to Iran' 

Former crew of the oil tanker Gulf Sky speak about the ship's disappearance"
1145,0,Why was this athlete 'too tall' to race?
1146,0,Scientists claim big advance in using DNA to store data
1147,0,Mammoth tusk recovered off the coast of California
1148,0,How can you test for the Omicron variant of coronavirus?
1149,Aztec altar with human ashes,Aztec altar with human ashes uncovered in Mexico City
1150,The Kashmiri skier,The Kashmiri skier taking India to Beijing 2022 Winter Olympics
1151,Hundreds of Taiwanese extradited to China,"Hundreds of Taiwanese extradited to China, says report"
1152,Facebook,Facebook reverses Kyle Rittenhouse search policy
1153,Adele,Adele announces Las Vegas residency
1154,0,Isle of Man public sector housing rents to rise by 2 percent  from April
1155,you,Seven things you might not know about the Commonwealth
1156,0,Joe Biden says Omicron lockdowns not needed for now
1157,0,UK competition watchdog orders Meta to sell Giphy
1158,0,Scientists to map hotspots of fungal life
1159,Semi-automated offsides,Semi-automated offsides trialled at Fifa Arab Cup and could be used at 2022 World Cup
1160,Zara founder ’s daughter,Zara founder’s daughter becomes retail group's chairwoman
1161,China leaders,China leaders linked to Uyghur crackdown
1162,Santa Claus,Is Santa Claus coming to town this year?
1163,Poland,Poland PM urges 'wake up' to destabilisation by Russia and allies
1164,Barbados,Barbados becomes a republic and parts ways with the Queen
1165,Twitter 's,What's next for Twitter's co-founder Jack Dorsey?
1166,Telescope,What is the James Webb Space Telescope and when will it launch?
1167,0,Omicron variant is 'very likely' already in the US - health expert
1168,Former Pentagon chief Mark Esper,Former Pentagon chief Mark Esper sues Pentagon over book release
1169,He,"He opened the doors for a generation of thinkers from marginalised communities

Tributes paid to designer Virgil Abloh"
1170,China surveillance,China surveillance of journalists to use traffic-light system
1171,0,Jury selection begins for trial of actor Jussie Smollett
1172,0,How do you detect the Omicron Covid variant?
1173,Honduras election,Honduras election: Opposition candidate Castro in the lead
1174,Britain 's highest pub,Snowed in at Britain's highest pub for three nights
1175,0,Banksy-inspired NFT drives 'seismic' change in art world
1176,0,North Korea fugitive captured after 40-day manhunt in China
1177,South Africa 's president,South Africa's president calls for lifting of Omicron travel bans
1178,Husband,Madhya Pradesh: Husband builds Taj Mahal-like home to wife
1179,US and Iran,US and Iran seek to break impasse at talks on reviving nuclear deal
1180,Third case of Omicron variant,Third case of Omicron variant detected in the UK
1181,Pre-Inca mummy,Pre-Inca mummy found buried in Peru
1182,The migrants,The migrants returned to Iraqi camps from Belarus
1183,Guernsey States,Guernsey States responds to 'inaccurate' union schools letter
1184,Simi and Chigul,"Our culture is not to speak out

Nigerian celebrities Simi and Chigul speak to the BBC about their experiences of sexism in Afro music and Nollywood"
1185,Yemen,Yemen: The woman saving a crumbling heritage
1186,0,What are the Covid variants and will vaccines still work?
1187,Covid rates,Teaching union concerned by Covid rates in Jersey
1188,Musical theatre icon Stephen Sondheim,Musical theatre icon Stephen Sondheim dies at 91
1189,Guernsey vaccination barcodes,Guernsey vaccination barcodes will automatically update
1190,Covid restrictions,Swiss vote on ending Covid restrictions while cases surge
1191,0,The gangs enticing migrants to cross the English Channel
1192,Testing times in the Chongli mountains,Winter Olympics 2022: Testing times in the Chongli mountains
1193,Composer Stephen Sondheim,Composer Stephen Sondheim dies at 91 - US media
1194,Russian representatives,Ukraine's president says Russian representatives are planning to overthrow his government next week
1195,0,"Mr Goxx, the cryptocurrency-trading hamster, dies"
1196,Ireland,Ireland offers Covid vaccine booster jabs to all aged 16 and over
1197,This tweet,"This tweet replaces an earlier tweet, updating a headline"
1198,the return of ' The Wall ' means for Indian cricket,What the return of 'The Wall' means for Indian cricket
1199,Africa 's week in pictures,Africa's week in pictures: 19-25 November 2021
1200,Spotify,Spotify tests TikTok-like vertical video feature
1201,Turner,Frank Turner says he's reconciled with trans parent
1202,LGBTQ,LGBTQ advocates blast Australia's religious discrimination bill
1203,0,Dublin Port bust nets €10m of drugs
1204,Meet Team Scholz - Germany 's coalition government that has swept away 16 years,Meet Team Scholz - Germany's coalition government that has swept away 16 years of Angela Merkel
1205,0,Why are migrants crossing the English Channel?
1206,I,"What I learnt eating at 8,000 Chinese restaurants"
1207,Russian troops building on the border with eastern Ukraine,Russian troops building on the border with eastern Ukraine has led to speculation over an invasion
1208,South Korea,South Korea raises rates to tackle price rises
1209,View from Ukraine front line,Russian troop build-up: View from Ukraine front line
1210,Climate change causing albatross divorce,"Climate change causing albatross divorce, says study"
1211,Mike Tyson,Malawi asks Mike Tyson to be cannabis ambassador
1212,A decommissioned coal - fired power plant in Australia,A decommissioned coal-fired power plant in Australia is reduced to rubble in seconds during a controlled demolition
1213,Germany ’s,Legalisation of recreational cannabis in licensed premises and an end to coal use by 2030 among plans for Germany’s incoming three-party coalition government
1214,Peru 's chief of staff,"Peru's chief of staff stashed $20,000 in palace bathroom"
1215,100 days,Returning to Afghanistan 100 days since the Taliban seized power
1216,Australia power plant demolition,Australia power plant demolition sees giant chimneys tumble to ground
1217,Albert Einstein relativity document,Albert Einstein relativity document sells for record $13m
1218,Trudeau 's Liberals,Trudeau's Liberals lay out agenda for Canadian parliament
1219,China,China bans Namewee's viral pop song Fragile
1220,The BBC 's Yalda Hakim - who,The BBC's Yalda Hakim - who was born in Afghanistan- reports on the impact of 100 days of Taliban rule
1221,tennis star Peng Shuai 's case,China says tennis star Peng Shuai's case maliciously hyped up
1222,Nasa mission to knock asteroid off course,Nasa mission to knock asteroid off course set for launch
1223,the Taliban,"It's 100 days since the Taliban returned to power in Afghanistan.

What are the key areas of concern for the country?"
1224,I,"'Wait a second, am I in a cult?'"
1225,0,Kyle Rittenhouse says his case 'has nothing to do with race'
1226,0,Six ways shoebox-sized satellites are trying to change the world
1227,Jerome Powell,Jerome Powell nominated to stay as US Federal Reserve chair
1228,Jerome Powell,President Biden nominates Jerome Powell to remain head of US central bank
1229,0,Women's Tennis Association says concerns remain for Chinese tennis star Peng Shuai after her call with International Olympic Committee
1230,0,Actor Eddie Redmayne says it was a mistake to play trans role in The Danish Girl
1231,0,Unvaccinated to be barred from public transport and government buildings in Kenya
1232,0,How have thousands of migrants become stranded on the border of Poland and Belarus?
1233,0,Women's Tennis Association says concerns remain for Chinese tennis star Peng Shuai after IOC call
1234,China downgrades,China downgrades diplomatic ties with Lithuania over Taiwan row
1235,0,Kunsthaus Zurich: Looted art claims pose questions for Swiss museum
1236,Video,Video claims to show tennis player Peng Shuai at tournament
1237,Adele,Adele gets Spotify to take shuffle button off all album pages
1238,Video,Peng Shuai: Video claims to show tennis player at tournament
1239,0,Are countries allowed to turn away asylum seekers?
1240,0,Indian billionaires bet big on homegrown couture
1241,Chile voters,Chile voters go to polls amid deep divisions
1242,Peng Shuai,"US deeply concerned over Chinese tennis star, Peng Shuai"
1243,US,US reacts to Kyle Rittenhouse's acquittal
1244,0,One of the largest US pharmacy chains closing 900 shops
1245,0,Deathbed confession opens decades-old case of union boss Jimmy Hoffa's disappearance and sparks body hunt
1246,doll,A doll of the Queen that her mother reportedly disapproved of because it made her look too chubby is being sold at auction
1247,0,The doctor fleeing Tennessee over Covid
1248,Modi,Why PM Modi rolled back India's vexed farm laws
1249,0,Instagram: US states investigate how platform targets children
1250,0,The girls going to school under the Taliban
1251,I,Australian school food van: 'I didn't believe in myself until I got this job'
